apps/frappe/frappe/public/js/frappe/roles_editor.js +194,Role Permissions,Permisos de la Función
,Role Permissions Manager,Administrador de Permisos
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_field.html +21,Edit HTML,Edición de HTML
apps/frappe/frappe/public/js/frappe/form/save.js +12,Submitting,Presentar
DocType: Dropbox Settings,Dropbox Access Secret,Acceso Secreto de Dropbox
apps/frappe/frappe/core/doctype/user/user.py +189,Sorry! User should have complete access to their own record.,¡Lo siento! El usuario debe tener acceso completo a su propio récord.
apps/frappe/frappe/core/doctype/doctype/doctype.py +355,DocType can not be merged,El DocType no se puede fusionar
DocType: DocField,Allow on Submit,Permitir en Enviar
apps/frappe/frappe/public/js/frappe/views/communication.js +97,Select Print Format,Seleccionar el formato de impresión
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","Para enlaces, introduzca el DocType como rango. para seleccionar, ingrese lista de opciones, cada uno en una nueva línea."
DocType: Workflow State,eye-open,- ojo abierto
DocType: Email Account,Email Account Name,Correo electrónico Nombre de cuenta
apps/frappe/frappe/public/js/frappe/list/list_renderer.js +629,No {0} found,{0} no encontrado
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +106,Posts by {0},Publicaciones por {0}
apps/frappe/frappe/core/doctype/doctype/doctype.py +249,Series {0} already used in {1},Serie {0} ya se utiliza en {1}
DocType: Report,Report Manager,Administrador de informes
DocType: Custom DocPerm,Report,Informe
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +18,"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","Cuando se modifique un documento después de Cancelar y guardarlo , se obtendrá un nuevo número que es una versión del antiguo número."
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_start.html +16,Create a New Format,Crear un nuevo formato
DocType: Email Account,Enable Incoming,Habilitar entrante
apps/frappe/frappe/core/doctype/data_import/exporter.py +65,"If you are uploading new records, leave the ""name"" (ID) column blank.","Si va a cargar nuevos registros, deje en blanco la columna ""nombre"" (ID)"
apps/frappe/frappe/config/website.py +37,Single Post (article).,Mensaje Individual ( artículo).
DocType: Address,Address,Direcciones
apps/frappe/frappe/public/js/frappe/misc/pretty_date.js +47,1 minute ago,Hace 1 minuto
DocType: Website Slideshow,Slideshow like display for the website,Presentación como pantalla para el sitio web
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +5,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","Los permisos se establecen en las Funciones y Tipos de Documentos (llamados  DocTypes ) mediante el establecimiento de permisos  como Leer, Escribir , Crear, Eliminar , Enviar, Cancelar, Corregir, Informe , Importación, Exportación, Impresión , Correo Electrónico y Establecer Permisos de Usuario ."
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_layout.html +8,Edit Heading,Editar Rubro
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +180,Row {0}: Not allowed to enable Allow on Submit for standard fields,Fila {0}: No se permite habilitar Permitir en Enviar para campos estándar
apps/frappe/frappe/www/list.html +4,{0} List,Listado: {0}
DocType: DocType,Is Submittable,Es presentable--
DocType: System Settings,Disable Standard Email Footer,Desactivar pie de página estandar en Email
DocType: Blog Post,"Description for listing page, in plain text, only a couple of lines. (max 140 characters)","Descripción de la página perfil, en texto plano, sólo un par de líneas. (máx. 140 caracteres)"
apps/frappe/frappe/core/doctype/doctype/doctype.py +825,{0} cannot be set for Single types,{0} no se puede establecer para los tipos individuales
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js +600,Select Table Columns for {0},Seleccionar columnas de tabla para {0}
DocType: Workflow State,cog,diente
DocType: Custom Field,Select the label after which you want to insert new field.,Seleccione la etiqueta después de la cual desea insertar el nuevo campo .
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +135,"document type..., e.g. customer","Tipo de documento ..., por ejemplo, al cliente"
apps/frappe/frappe/public/js/frappe/form/link_selector.js +22,Select {0},Seleccione {0}
DocType: Property Setter,Property Setter,Establecer prioridad--
DocType: Website Settings,"Show title in browser window as ""Prefix - title""",Mostrar título en la ventana del navegador como &quot;Prefijo - título&quot;
DocType: File,Attached To DocType,Asociado A DocType
apps/frappe/frappe/model/base_document.py +515,Row #{0}:,Fila # {0}:
apps/frappe/frappe/utils/response.py +151,You need to be logged in and have System Manager Role to be able to access backups.,"Necesitas estar conectado y tener la función de Administrador del Sistema, para poder tener acceso a las copias de seguridad ."
DocType: Website Settings,Title Prefix,Prefijo del Título
DocType: DocField,Section Break,Salto de sección
DocType: Print Settings,PDF Settings,Configuración de PDF
apps/frappe/frappe/templates/includes/login/login.js +223,Oops! Something went wrong,Oups! Algo salió mal
DocType: Data Export,Select DocType,Seleccione tipo de documento
apps/frappe/frappe/public/js/legacy/form.js +775,Permanently Submit {0}?,Presentar permanentemente {0}?
DocType: Email Account,"e.g. ""Support"", ""Sales"", ""Jerry Yang""","por ejemplo ""Soporte "","" Ventas "","" Jerry Yang """
apps/frappe/frappe/config/setup.py +231,"Actions for workflow (e.g. Approve, Cancel).","Acciones para los flujos de trabajo (por ejemplo: Aprobar, Cancelar)."
DocType: Communication,Feedback,Comentarios
DocType: User,Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Restringir el usuario a esta dirección IP. Todas las direcciones IP se pueden agregar separandolas con comas. También se aceptan direcciones IP parciales como ( 111.111.111 )
apps/frappe/frappe/desk/doctype/event/event.py +25,Event end must be after start,Finalización del evento debe ser posterior al inicio
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +10,Default Inbox,Bandeja de entrada por defecto
DocType: Event,Repeat Till,Repita Hasta
DocType: Workflow State,remove-circle,Eliminar el efecto de círculo
DocType: Custom Script,Sample,Muestra
apps/frappe/frappe/public/js/frappe/form/workflow.js +37,Current status,Situación Actual
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.js +22,This is a root sales person and cannot be edited.,Se trata de una persona de las ventas raíz y no se puede editar .
apps/erpnext/erpnext/config/setup.py +15,"Set Default Values like Company, Currency, Current Fiscal Year, etc.","Establecer Valores Predeterminados , como Empresa , Moneda, Año Fiscal Actual, etc"
DocType: HR Settings,Employee Settings,Configuración del Empleado
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +218,Serial No {0} does not belong to Item {1},Número de orden {0} no pertenece al elemento {1}
DocType: Naming Series,User must always select,Usuario elegirá siempre
DocType: Account,Cost of Goods Sold,Costo de las Ventas
apps/erpnext/erpnext/accounts/utils.py +74,{0} {1} not in any active Fiscal Year.,{0} {1} no en algún año fiscal activo.
DocType: Sales Invoice,Packing List,Lista de Envío
DocType: Packing Slip,From Package No.,Del Paquete N º
,Quotation Trends,Tendencias de Cotización
DocType: Purchase Invoice Item,Purchase Order Item,Articulos de la Orden de Compra
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py +68,Avg. Buying Rate,Promedio de Compra
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +398,Serial No {0} created,Número de orden {0} creado
DocType: Item,If subcontracted to a vendor,Si es sub-contratado a un vendedor
DocType: Work Order Operation,"in Minutes
Updated via 'Time Log'",En minutos actualizado a través de 'Bitácora de tiempo'
DocType: Maintenance Visit,Maintenance Time,Tiempo de Mantenimiento
DocType: Issue,Opening Time,Tiempo de Apertura
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js +873,Bill of Materials,Lista de materiales (LdM)
DocType: Accounts Settings,Role Allowed to Set Frozen Accounts & Edit Frozen Entries,Función Permitida para Establecer Cuentas Congeladas y Editar Entradas Congeladas
DocType: Activity Cost,Billing Rate,Tasa de facturación
DocType: BOM Update Tool,The new BOM after replacement,La nueva Solicitud de Materiales después de la sustitución
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +228,Row {0}: Debit entry can not be linked with a {1},Fila {0}: Débito no puede vincularse con {1}
DocType: Journal Entry,Print Heading,Título de impresión
DocType: Workstation,Electricity Cost,Coste de electricidad
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +101,Commission on Sales,Comisión de Ventas
DocType: Travel Request,Costing,Costeo
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +45,Retail & Wholesale,Venta al por menor y al por mayor
DocType: Company,Default Holiday List,Listado de vacaciones / feriados predeterminados
DocType: Bank Statement Transaction Invoice Item,Journal Entry,Asientos Contables
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +387,Completed Qty can not be greater than 'Qty to Manufacture',La cantidad completada no puede ser mayor que la cantidad a producir
DocType: Leave Block List,Stop users from making Leave Applications on following days.,Deje que los usuarios realicen Solicitudes de Vacaciones en los siguientes días .
DocType: Sales Invoice Item,Qty as per Stock UOM,Cantidad de acuerdo a la Unidad de Medida del Inventario
DocType: Item,Manufacture,Manufactura
DocType: Sales Invoice,Write Off Outstanding Amount,Cantidad de desajuste
apps/erpnext/erpnext/config/selling.py +36,Manage Customer Group Tree.,Administrar el listado de las categorías de clientes
apps/erpnext/erpnext/public/js/setup_wizard.js +28,Retail,venta al por menor
DocType: Purchase Receipt,Time at which materials were received,Momento en que se recibieron los materiales
DocType: Project,Expected End Date,Fecha de finalización prevista
DocType: HR Settings,HR Settings,Configuración de Recursos Humanos
apps/erpnext/erpnext/setup/doctype/company/company.js +133,Delete all the Transactions for this Company,Eliminar todas las transacciones para esta empresa
apps/erpnext/erpnext/setup/doctype/company/company.py +53,Abbreviation is mandatory,La Abreviación es mandatoria
DocType: Item,End of Life,Final de la Vida
,Reqd By Date,Solicitado Por Fecha
DocType: Salary Structure,Salary breakup based on Earning and Deduction.,Calculo de Salario basado en los Ingresos y la Deducción.
apps/erpnext/erpnext/accounts/doctype/account/account.py +113,You are not authorized to set Frozen value,Usted no está autorizado para fijar el valor congelado
DocType: Department,Leave Approver,Supervisor de Vacaciones
DocType: Packing Slip,Package Weight Details,Peso Detallado del Paquete
DocType: Maintenance Schedule,Generate Schedule,Generar Horario
DocType: Employee External Work History,Employee External Work History,Historial de Trabajo Externo del Empleado
DocType: Employee,"Here you can maintain family details like name and occupation of parent, spouse and children","Aquí usted puede mantener los detalles de la familia como el nombre y ocupación de los padres, cónyuge e hijos"
DocType: Task,depends_on,depende de
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +165,Secured Loans,Préstamos Garantizados
apps/erpnext/erpnext/setup/doctype/territory/territory.js +13,This is a root territory and cannot be edited.,Este es un territorio raíz y no se puede editar .
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js +975,Make Supplier Quotation,Crear cotización de proveedor
apps/erpnext/erpnext/selling/report/customer_acquisition_and_loyalty/customer_acquisition_and_loyalty.py +61,Repeat Customer Revenue,Repita los ingresos de los clientes
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center_tree.js +22,New Cost Center Name,Nombre de Nuevo Centro de Coste
DocType: Purchase Taxes and Charges,"If checked, the tax amount will be considered as already included in the Print Rate / Print Amount","Si se selecciona, el importe del impuesto se considerará como ya incluido en el Monto  a Imprimir"
DocType: Purchase Invoice,Purchase Taxes and Charges,Impuestos de Compra y Cargos
apps/erpnext/erpnext/portal/doctype/homepage/homepage.py +15,This is an example website auto-generated from ERPNext,Este es un sitio web ejemplo generado por automáticamente por ERPNext
DocType: Job Card,WIP Warehouse,WIP Almacén
DocType: Job Card,Actual Start Date,Fecha de inicio actual
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.js +24,Make Journal Entry,Haga Comprobante de Diario
apps/erpnext/erpnext/hr/doctype/employee/employee.py +141,Contract End Date must be greater than Date of Joining,La Fecha de Finalización de Contrato debe ser mayor que la Fecha de la Firma
DocType: Sales Invoice Item,Delivery Note Item,Articulo de la Nota de Entrega
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +42,Customer required for 'Customerwise Discount',Cliente requiere para ' Customerwise descuento '
apps/erpnext/erpnext/config/crm.py +17,Potential opportunities for selling.,Oportunidades de venta
DocType: Delivery Note Item,Against Sales Order Item,Contra la Orden de Venta de Artículos
DocType: Quality Inspection,Sample Size,Tamaño de la muestra
DocType: Purchase Invoice,Terms and Conditions1,Términos y Condiciones 1
DocType: Authorization Rule,Customerwise Discount,Customerwise Descuento
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.js +74,Row {0}:Start Date must be before End Date,Fila {0}: Fecha de inicio debe ser anterior Fecha de finalización
DocType: Purchase Invoice Item,"Tax detail table fetched from item master as a string and stored in this field.
Used for Taxes and Charges","Tabla de detalle de Impuesto descargada de maestro de artículos como una cadena y almacenada en este campo.
 Se utiliza para las tasas y cargos"
DocType: BOM,Operating Cost,Costo de Funcionamiento
apps/erpnext/erpnext/selling/report/sales_person_target_variance_item_group_wise/sales_person_target_variance_item_group_wise.py +59,Total Target,Totales del Objetivo
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +57,"Can not filter based on Voucher No, if grouped by Voucher","No se puede filtrar en función al 'No. de comprobante', si esta agrupado por 'nombre'"
DocType: Naming Series,Help HTML,Ayuda HTML
DocType: Work Order Operation,Actual Operation Time,Tiempo de operación actual
DocType: Sales Order,To Deliver and Bill,Para Entregar y Bill
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +534,Warehouse required for stock Item {0},Almacén requerido para la acción del artículo {0}
DocType: Territory,Territory Targets,Territorios Objetivos
DocType: Warranty Claim,Warranty / AMC Status,Garantía / AMC Estado
DocType: Additional Salary,Employee Name,Nombre del Empleado
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +215,Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',"Programa de mantenimiento no se genera para todos los artículos. Por favor, haga clic en ¨ Generar Programación¨"
DocType: Email Digest,New Sales Orders,Nueva Órden de Venta
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +49,Software,Software
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +31,Earnest Money,Dinero Ganado
DocType: Quotation,Term Details,Detalles de los Terminos
DocType: Crop,Target Warehouse,Inventario Objetivo
DocType: Packing Slip,Net Weight UOM,Unidad de Medida Peso Neto
apps/erpnext/erpnext/manufacturing/doctype/workstation/workstation.py +36,Row #{0}: Timings conflicts with row {1},Fila # {0}: conflictos con fila {1}
DocType: BOM Operation,Operation Time,Tiempo de funcionamiento
DocType: Leave Application,Leave Balance Before Application,Vacaciones disponibles antes de la solicitud
DocType: Naming Series,Set prefix for numbering series on your transactions,Establezca los prefijos de sus transacciones
DocType: Serial No,Under AMC,Bajo AMC
DocType: Item,Warranty Period (in days),Período de garantía ( en días)
DocType: Email Digest,Next email will be sent on:,Siguiente correo electrónico será enviado el:
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +67,Case No(s) already in use. Try from Case No {0},Nº de caso ya en uso. Intente Nº de caso {0}
apps/erpnext/erpnext/selling/report/sales_person_target_variance_item_group_wise/sales_person_target_variance_item_group_wise.js +27,Target On,Objetivo On
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +23,"To not apply Pricing Rule in a particular transaction, all applicable Pricing Rules should be disabled.","Para no aplicar la Regla de Precios en una transacción en particular, todas las Reglas de Precios aplicables deben ser desactivadas."
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +166,"Sorry, Serial Nos cannot be merged","Lo sentimos , Nos de serie no se puede fusionar"
DocType: Manufacturing Settings,Manufacturing Settings,Ajustes de Manufactura
DocType: Appraisal Template,Appraisal Template Title,Titulo de la Plantilla deEvaluación
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +162,Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,"Fila {0}: Por favor, consulte ""¿Es Avance 'contra la Cuenta {1} si se trata de una entrada con antelación."
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +44,Capital Equipments,Maquinaria y Equipos
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +273,{0} {1} is not submitted,{0} {1} no esta presentado
DocType: Salary Slip,Earning & Deduction,Ganancia y Descuento
DocType: Employee,Leave Encashed?,Vacaciones Descansadas?
DocType: Email Digest,Send regular summary reports via Email.,Enviar informes periódicos resumidos por correo electrónico.
apps/erpnext/erpnext/controllers/trends.py +39,'Based On' and 'Group By' can not be same,"""Basado en"" y ""Agrupar por"" no pueden ser el mismo"
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +39,Net pay cannot be negative,Salario neto no puede ser negativo
DocType: Company,Phone No,Teléfono No
DocType: QuickBooks Migrator,Default Cost Center,Centro de coste por defecto
DocType: Education Settings,Employee Number,Número del Empleado
DocType: Opportunity,Customer / Lead Address,Cliente / Dirección de Oportunidad
DocType: Quotation,In Words will be visible once you save the Quotation.,En palabras serán visibles una vez que guarde la cotización.
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +287,Installation Note {0} has already been submitted,La nota de instalación {0} ya se ha presentado
apps/erpnext/erpnext/config/selling.py +105,Manage Territory Tree.,Vista en árbol para la administración de los territorios
apps/erpnext/erpnext/stock/utils.py +231,Serial number {0} entered more than once,Número de serie {0} entraron más de una vez
apps/erpnext/erpnext/selling/doctype/sms_center/sms_center.py +72,Receiver List is empty. Please create Receiver List,"Lista de receptores está vacía. Por favor, cree Lista de receptores"
DocType: Target Detail,Target Detail,Objetivo Detalle
DocType: Purchase Taxes and Charges Template,Purchase Taxes and Charges Template,Plantillas de Cargos e Impuestos
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +145,Current Liabilities,Pasivo Corriente
apps/erpnext/erpnext/config/setup.py +32,Titles for print templates e.g. Proforma Invoice.,"Títulos para plantillas de impresión, por ejemplo, Factura Proforma."
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +106,Freight and Forwarding Charges,Cargos por transporte de mercancías y transito
apps/erpnext/erpnext/setup/doctype/company/company.js +126,Successfully deleted all transactions related to this company!,Eliminado correctamente todas las transacciones relacionadas con esta empresa!
apps/erpnext/erpnext/controllers/stock_controller.py +231,Expense or Difference account is mandatory for Item {0} as it impacts overall stock value,"Cuenta de Gastos o Diferencia es obligatorio para el elemento {0} , ya que impacta el valor del stock"
DocType: Account,Credit,Crédito
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +64,90-Above,90-Mayor
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +26,Root cannot have a parent cost center,Raíz no puede tener un centro de costes de los padres
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +432,Accounting Entry for Stock,Asiento contable de inventario
DocType: Project,Total Purchase Cost (via Purchase Invoice),Coste total de compra (mediante compra de la factura)
apps/erpnext/erpnext/controllers/buying_controller.py +399,Row {0}: Conversion Factor is mandatory,Fila {0}: Factor de conversión es obligatoria
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +928,Purchase Receipt,Recibos de Compra
DocType: Pricing Rule,Disable,Inhabilitar
DocType: Item Website Specification,Table for Item that will be shown in Web Site,Tabla de Artículo que se muestra en el Sitio Web
DocType: Attendance,Leave Type,Tipo de Vacaciones
DocType: Pricing Rule,Applicable For,Aplicable para
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +156,Start date should be less than end date for Item {0},La fecha de inicio debe ser menor que la fecha de finalización para el punto {0}
DocType: Purchase Invoice Item,Rate (Company Currency),Precio (Moneda Local)
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +105,Convert to Group,Convertir al Grupo
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +44,{0} payment entries can not be filtered by {1},{0} registros de pago no se pueden filtrar por {1}
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +284,Serial No {0} not in stock,Número de orden {0} no está en stock
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +94,Ref Date,Fecha Ref
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +34,Bank Statement balance as per General Ledger,Balanza de Estado de Cuenta Bancario según Libro Mayor
DocType: Naming Series,Setup Series,Serie de configuración
DocType: Work Order Operation,Actual Start Time,Hora de inicio actual
apps/erpnext/erpnext/stock/doctype/item/item.py +523,Barcode {0} already used in Item {1},El código de barras {0} ya se utiliza en el elemento {1}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +31,Health Care,Cuidado de la Salud
DocType: Item,Manufacturer Part Number,Número de Pieza del Fabricante
DocType: Item Reorder,Re-Order Level,Reordenar Nivel
DocType: Customer,Sales Team Details,Detalles del equipo de ventas
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +657,Sales Order {0} is not submitted,Órden de Venta {0} no esta presentada
apps/erpnext/erpnext/utilities/transaction_base.py +126,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,Fila # {0}: Tasa debe ser el mismo que {1}: {2} ({3} / {4})
apps/erpnext/erpnext/config/selling.py +18,Confirmed orders from Customers.,Pedidos en firme de los clientes.
DocType: Warranty Claim,Service Address,Dirección del Servicio
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +9,Application of Funds (Assets),Aplicación de Fondos (Activos )
DocType: Pricing Rule,Discount on Price List Rate (%),Descuento sobre la tarifa del listado de precios (%)
apps/erpnext/erpnext/public/js/setup_wizard.js +110,The name of your company for which you are setting up this system.,El nombre de su empresa para la que va a configurar el sistema.
DocType: Account,Frozen,Congelado
DocType: Contract,HR Manager,Gerente de Recursos Humanos
apps/erpnext/erpnext/controllers/accounts_controller.py +545,Warning: System will not check overbilling since amount for Item {0} in {1} is zero,Advertencia : El sistema no comprobará sobrefacturación desde monto para el punto {0} en {1} es cero
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.py +17,Either target qty or target amount is mandatory.,Cualquiera Cantidad de destino o importe objetivo es obligatoria.
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +79,Row # {0}: Returned Item {1} does not exists in {2} {3},Fila # {0}: El artículo vuelto {1} no existe en {2} {3}
DocType: Production Plan,Not Started,Sin comenzar
DocType: Healthcare Practitioner,Default Currency,Moneda Predeterminada
apps/erpnext/erpnext/accounts/doctype/account/account.js +37,This is a root account and cannot be edited.,Esta es una cuenta raíz y no se puede editar .
,Requested Items To Be Transferred,Artículos solicitados para ser transferido
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +267,Purchase Receipt {0} is not submitted,Recibo de Compra {0} no se presenta
apps/erpnext/erpnext/controllers/accounts_controller.py +907,Account: {0} with currency: {1} can not be selected,Cuenta: {0} con moneda: {1} no puede ser seleccionada
DocType: Opening Invoice Creation Tool,Sales,Venta
DocType: Purchase Invoice,Additional Discount Amount (Company Currency),Monto adicional de descuento (Moneda de la compañía)
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +164,Row {0}: Payment against Sales/Purchase Order should always be marked as advance,Fila {0}: El pago de Compra/Venta siempre debe estar marcado como anticipo
DocType: Department,Leave Approvers,Supervisores de Vacaciones
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +187,Please specify a valid Row ID for row {0} in table {1},"Por favor, especifique un ID de fila válida para la fila {0} en la tabla {1}"
DocType: Customer Group,Parent Customer Group,Categoría de cliente principal
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +139,Total Outstanding Amount,Total Monto Pendiente
DocType: Sales Partner,Select Monthly Distribution to unevenly distribute targets across months.,Seleccione Distribución Mensual de distribuir de manera desigual a través de objetivos meses.
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +91,You need to enable Shopping Cart,Necesita habilitar Carito de Compras
DocType: Leave Control Panel,New Leaves Allocated (In Days),Nuevas Vacaciones Asignados (en días)
DocType: Employee,Rented,Alquilado
DocType: Sales Invoice,Shipping Address Name,Dirección de envío Nombre
DocType: Item,Moving Average,Promedio Movil
,Qty to Deliver,Cantidad para Ofrecer
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +179,Row #{0}: Please specify Serial No for Item {1},"Fila # {0}: Por favor, especifique No de Serie de artículos {1}"
apps/erpnext/erpnext/setup/doctype/company/company.js +111,Please make sure you really want to delete all the transactions for this company. Your master data will remain as it is. This action cannot be undone.,"Por favor, asegúrese que realmente desea borrar todas las transacciones de esta compañía. Sus datos maestros permanecerán intactos. Esta acción no se puede deshacer."
DocType: Shopping Cart Settings,Shopping Cart Settings,Compras Ajustes
DocType: BOM,Raw Material Cost,Costo de la Materia Prima
apps/erpnext/erpnext/selling/doctype/customer/customer.py +175,A Customer Group exists with same name please change the Customer name or rename the Customer Group,"Existe una categoría de cliente con el mismo nombre, por favor cambie el nombre del cliente o cambie el nombre de la categoría"
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +165,Quotation {0} is cancelled,Cotización {0} se cancela
apps/erpnext/erpnext/controllers/stock_controller.py +341,Quality Inspection required for Item {0},Inspección de la calidad requerida para el articulo {0}
apps/erpnext/erpnext/public/js/setup_wizard.js +114,What does it do?,¿Qué hace?
DocType: Task,Actual Time (in Hours),Tiempo actual (En horas)
apps/erpnext/erpnext/utilities/activation.py +83,Make Sales Order,Hacer Orden de Venta
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py +157,Doc Type,Tipo Doc.
apps/erpnext/erpnext/utilities/user_progress.py +67,List a few of your customers. They could be organizations or individuals.,Enumere algunos de sus clientes. Pueden ser organizaciones o individuos.
DocType: Item Customer Detail,Ref Code,Código Referencia
DocType: Item Default,Default Selling Cost Center,Centros de coste por defecto
DocType: Leave Block List,Leave Block List Allowed,Lista de Bloqueo de Vacaciones Permitida
DocType: Quality Inspection,Report Date,Fecha del Informe
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +145,Purchase Invoice {0} is already submitted,Factura de Compra {0} ya existe
DocType: Purchase Invoice,Currency and Price List,Divisa y Lista de precios
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +10,Current Assets,Activo Corriente
DocType: Item Reorder,Re-Order Qty,Reordenar Cantidad
DocType: Department,Days for which Holidays are blocked for this department.,Días para los que Días Feriados se bloquean para este departamento .
DocType: Project,Customer Details,Datos del Cliente
DocType: Fiscal Year,**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.,**Año Fiscal** representa un 'Ejercicio Financiero'. Los asientos contables y otras transacciones importantes se registran contra **Año Fiscal**
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +57,Actual Qty is mandatory,Cantidad actual es obligatoria
DocType: Stock Reconciliation,Stock Reconciliation,Reconciliación de Inventario
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.js +50,Score must be less than or equal to 5,Puntuación debe ser menor o igual a 5
DocType: Purchase Taxes and Charges,On Previous Row Total,En la Anterior Fila Total
DocType: Stock Entry Detail,Serial No / Batch,N º de serie / lote
DocType: Purchase Order Item,Supplier Quotation Item,Articulo de la Cotización del Proveedor
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +15,Brokerage,Brokerage
DocType: Opportunity,Opportunity From,Oportunidad De
DocType: Supplier Quotation,Supplier Address,Dirección del proveedor
